SupplierName,Dept,Service,NatAnal,ModuleName,Company,Account,Site,Section,Structure,Intercompany,Nature,Major,Minor,GroupSectionAndDescription,LedgerName,Source,Category,SupplierNumber,SupplierName_Fake,DocumentCurrency,Ledgercurrency,AmoutinEUR,DebitEnteredAmount,CreditEnteredAmount,DebitAccountedAmount,CreditAccountedAmount,DateCreated,POOrderedDate,DueDate
NHDIN KKE INC,BSS,EUX,Telecom Data,INV,Apex Innovations Ltd,6072000,PP1,14660A,7956,409,N23_FE_TRAVEL_F,MAJ20_Cascade_DEPRECIATION_F,MIN0917,1458 ISIT BSS Entreprises Services (ES),MX_839_PL_USD,Manual,Inventory,39,Certified Distribution Corp,CAD,USD,563792.19,327.97,0,48.35,0,10/28/2023,10/07/2024,10/03/2025
DXIOT MKG INC,MQ,Group EC,Depreciation,PA,Meridian Solutions Corp,6467100,CGR,98158Z,7950,407,N94_ENERGY_F,MAJ09_General_Overhead_F,MIN0917,9815 Expenses to be reinvoiced or reallocated,MX_839_PL_USD,Manual,Write-off,37,Modern Equipment Corp,GBP,MXN,307334.89,239.72,0,511.66,0,08/22/2024,08/26/2025,08/30/2025
QIUHI TRB INC,BSS,OPEN,Maintenance & Rental,INV,Meridian Solutions Corp,6417705,RIO,14661C,7950,409,N91_MASA_F,MAJ03_Temporary_Other_Labor_V,MIN0430,1472 Allocation unpaid intra group invoices by companies from South America,CA_407_PL_CAD,Assets,Receiving,42,First Class Manufacturing,MXN,USD,340403.27,892.67,0,721.91,0,08/23/2023,08/29/2025,09/13/2025
GYTRC WED INC,DIR,Group EC,Invoices sent,AP,TechnoGlobal Industries,6234000,RES,14480A,7956,415,N99_DEPRECIATION_F,MAJ10_Advertising_F,MIN2076,1436 ISIT Infra Service Line EUX (End User Experience),MX_839_PL_USD,Payables,GL_Supplier,1,Superior Technologies Inc,CAD,USD,465106.95,410.52,0,276.95,0,10/07/2025,10/07/2025,10/30/2025
OLQYB CRB INC,BSS,AFFILIATE,Purchases,GL,TechnoGlobal Industries,9860291,RES,14600A,7956,567,N97_FE_F,MAJ20_Cascade_MASA_F,MIN0415,1466 ISIT BSS Supply Chain (SC),BR_414_PL_BRL,CLL F189 INTEGRATED RCV,Inventory,32,Standard Products Company,USD,BRL,933666.24,136.1,0,896.51,0,01/09/2024,02/07/2025,06/16/2025
IHTOJ SSR INC,DIR,NET,Internal,AP,Meridian Solutions Corp,6437201,PPC,14700A,7950,723,N88_CESSIONS_DORD,MAJ05_Maintenance_V,MIN1620,1472 Allocation unpaid intra group invoices by companies from South America,MX_839_PL_MXN,,GL_Allocation,37,Global Resources Ltd,BRL,USD,141096.74,870.57,0,329.37,0,10/29/2025,10/31/2025,11/01/2025
IDHKW WRB INC,IN,DAP,Taxes,PA,Apex Innovations Ltd,6153000,GRU,96500N,7950,567,N81_MASA_F,MAJ02_Prod_Maint_Wages_V,MIN0505,1458 ISIT BSS Entreprises Services (ES),BR_414_PL_BRL,Projects,GL_Equity,50,Innovation Systems Ltd,GBP,CAD,81773.72,682.0,0,183.15,0,07/22/2024,10/16/2024,10/25/2025
TTZFV SAD INC,MQ,DIR,Taxes,GL,Nexus Enterprise Holdings,6251000,DDD,14520A,7950,589,N97_FE_F,MAJ20_Allocation_MASA_F,MIN0910,1462 ISIT BSS Production Sytems (PS),BR_414_PL_BRL,Payables,GL_Legal_Adjustments,24,Superior Quality Goods,MXN,USD,932533.52,643.9,0,110.61,0,04/25/2025,06/21/2025,08/15/2025
LHGNH JEJ INC,DIR,DIR,Capitalized production (PRIM),PA,Nexus Enterprise Holdings,6417705,PP1,96501B,7956,589,N70_DEPRECIATION_F,MAJ04_Salary_Labor_F,MIN0918,1434 ISIT Method & Quality,MX_589_PL_MXN,Spreadsheet,Addition,20,Superior Quality Goods,CAD,MXN,304326.87,295.24,0,675.54,0,07/15/2025,10/28/2025,10/31/2025
PUUVV DCB INC,DIR,MQ,Maintenance & Rental,PO,Quantum Dynamics Group,6580000,LAV,96500N,7956,567,N10_MASA_V,MAJ07_Transportation_V,MIN2076,1472 Allocation unpaid intra group invoices by companies from South America,MX_589_PL_MXN,Recurring,Depreciation,15,Leading Products Corp,CAD,CAD,920300.95,387.89,0,959.74,0,07/21/2024,03/08/2025,06/26/2025
AOAEL OMJ INC,DIR,RD,Capitalized production (PRIM),GL,Apex Innovations Ltd,6262000,MAN,14661C,7956,589,N22_FE_F,MAJ21_Allocation_DORD,MIN0945,1436 ISIT Infra Service Line EUX (End User Experience),MX_589_PL_MXN,MICH_EPW_GLJRNLINTF,Adjustment,24,Quality First Industries,MXN,USD,342128.04,5.52,0,36.84,0,06/07/2025,10/20/2025,10/31/2025
QXMYB RGJ INC,IN,Group EUX,Internal,INV,Nexus Enterprise Holdings,6447701,RES,14360A,7956,409,N10_MASA_V,MAJ06_Utilities_Energy_V,MIN2005,1460 ISIT BSS Methods & Sales (MS),BR_414_PL_BRL,Assets,Misc Receipts,27,Certified Distribution Corp,GBP,BRL,13724.97,813.53,0,660.68,0,12/24/2023,06/07/2025,09/01/2025
IWWRG GWM INC,MQ,D1 DAP,Other expenses,PA,Meridian Solutions Corp,6250300,MXA,14720A,7950,409,N11_MASA_F,MAJ16_Restructuring,MIN0930,1472 Allocation unpaid intra group invoices by companies from South America,MX_589_PL_MXN,MassAllocation,Write-off,23,Global Tech Solutions,MXN,BRL,230629.65,531.55,0,965.78,0,05/03/2024,09/09/2025,09/20/2025
BZHXM CJX INC,IN,IN DIR,Other expenses,INV,TechnoGlobal Industries,6418707,CGR,14680C,7950,796,N81_MASA_F,MAJ16_FA_Disposal,MIN0955,1458 ISIT BSS Entreprises Services (ES),MX_839_PL_USD,Manual,GL_Supplier,36,Dynamic Solutions Group,EUR,BRL,725373.91,6.44,0,811.0,0,10/25/2024,02/03/2025,05/05/2025
SPMPQ XRH INC,BSS,ACC,Depreciation,GL,TechnoGlobal Industries,6260000,PP1,14600A,7956,511,N11_MASA_F,MAJ06_Utilities_Energy_V,MIN0955,1432 ISIT Region Direction,US_415_PL_USD,Projects,GL_Supplier_Auto_Reversal,18,Integrated Manufacturing,BRL,MXN,249943.79,541.7,0,211.26,0,06/09/2025,06/18/2025,07/12/2025
WAIPN YYX INC,MQ,Group ES,Taxes,PA,Nexus Enterprise Holdings,6417701,CGR,14580B,7950,589,N87_FE_F,MAJ06_Utilities_Energy_V,MIN0950,1472 Allocation unpaid intra group invoices by companies from South America,MX_589_PL_MXN,Manual,Reclass,1,Innovation Industries Corp,CAD,MXN,47527.02,512.93,0,236.38,0,04/06/2024,11/20/2024,05/27/2025
ZTMRZ ONO INC,BSS,DAP,Invoices sent,PA,Quantum Dynamics Group,6419999,MAN,14620A,7950,409,N21_FE_V,MAJ20_Allocation_MASA_F,MIN0521,1452 ISIT Infra Management,,MassAllocation,GL_AutoPrepa,24,Quality Components Ltd,USD,CAD,298507.76,962.67,0,804.0,0,07/30/2024,01/24/2025,06/21/2025
YTRAW DBJ INC,DIR,DIR,Depreciation,INV,Meridian Solutions Corp,6459101,GRU,14580B,7950,796,N70_DEPRECIATION_F,MAJ20_Cascade_ENERGY_V,MIN0917,1472 Allocation unpaid intra group invoices by companies from South America,MX_589_PL_MXN,Assets,CIP Adjustment,4,Universal Supply Chain,MXN,USD,504855.1,676.21,0,269.18,0,05/07/2023,09/05/2023,07/05/2024
CMUDD RZU INC,IN,Communications,Internal,AP,Meridian Solutions Corp,6873100,MTC,14580A,7950,407,N70_DEPRECIATION_F,MAJ21_Allocation_DORD,MIN2005,1462 ISIT BSS Production Sytems (PS),MX_589_PL_MXN,Payables,REC,35,Precision Services Co,CAD,USD,280175.68,513.59,0,175.12,0,05/27/2024,07/23/2025,09/14/2025
QAWZE BZU INC,IN,EC,Maintenance & Rental,INV,Nexus Enterprise Holdings,6437201,RES,14580A,7950,511,N81_MASA_F,MAJ07_Transportation_V,MIN0830,1440 ISIT Infra Data centre & applications platforms (DAP),MX_589_PL_MXN,Payables,GL_Intercompany,33,Precision Services Co,BRL,CAD,916674.62,261.53,0,992.86,0,12/20/2023,07/28/2025,10/23/2025
WAIPN YYX INC,IN,RD,Telecom Voice,INV,TechnoGlobal Industries,6872100,PPC,14320G,7950,511,N21_FE_V,MAJ03_Temporary_Other_Labor_V,MIN0945,1460 ISIT BSS Methods & Sales (MS),,Receivables,REC,49,Leading Products Corp,EUR,CAD,431271.31,570.63,0,620.81,0,05/15/2025,08/14/2025,10/30/2025
UESJP EZW INC,MQ,DEV,External Resources,INV,Apex Innovations Ltd,6443000,CGR,14320J,7950,796,N11_MASA_F,MAJ09_General_Overhead_V,MIN1620,1458 ISIT BSS Entreprises Services (ES),MX_839_PL_MXN,Recurring,Freight,13,Certified Distribution Corp,CAD,BRL,520519.85,54.96,0,707.69,0,05/13/2025,10/15/2025,10/17/2025
SVBSF AZV INC,DIR,DAP,Training,PO,Quantum Dynamics Group,6877100,DDD,14580B,7956,407,N87_FE_F,MAJ05_Maintenance_V,MIN0945,1432 ISIT Region Direction,BR_414_PL_BRL,Assets,GL_Financial,10,Quality Components Ltd,USD,BRL,541056.29,68.84,0,713.15,0,01/21/2025,07/21/2025,09/23/2025
AJNEH ONP INC,IN,RD,Invoices sent,INV,Meridian Solutions Corp,6467700,DDD,14720A,7956,200,N22_FE_F,MAJ05_Maintenance_V,MIN0230,1444 ISIT Infra Service Line NET (Network),US_415_PL_USD,Spreadsheet,Misc Receipts,1,Superior Quality Goods,CAD,USD,742832.86,112.15,0,382.44,0,08/26/2025,10/13/2025,11/01/2025
EZGWN KMI INC,DIR,MQ,Taxes,INV,TechnoGlobal Industries,9103100,RIO,96500Q,7956,409,N91_MASA_F,MAJ20_Cascade_FE_F,MIN2103,1444 ISIT Infra Service Line NET (Network),CA_407_PL_CAD,Recurring,Debit Memos,27,Certified Components Inc,CAD,MXN,924705.84,506.17,0,570.99,0,02/02/2023,05/17/2025,09/04/2025
VPLDK PHS INC,IN,Group EC,Telecom Data,INV,Quantum Dynamics Group,9820291,CGR,14580A,7956,511,N11_MASA_F,MAJ15_Depreciation_F,MIN2071,1462 ISIT BSS Production Sytems (PS),,MICH_EPW_GLJRNLINTF,Purchase Invoices,9,Global Tech Solutions,BRL,BRL,652655.2,4.23,0,733.38,0,04/11/2023,06/22/2025,06/25/2025
LZFYL GOA INC,MQ,DEV,Training,AP,Apex Innovations Ltd,9840206,MAN,96500Q,7950,796,N81_MASA_F,MAJ15_Depreciation_F,MIN0430,1460 ISIT BSS Methods & Sales (MS),,Spreadsheet,GL_Supplier,8,Precision Parts Corp,EUR,USD,992638.49,143.99,0,79.5,0,09/13/2023,02/16/2025,10/15/2025
UYZPM KZG INC,DIR,DEV,Internal,PO,Quantum Dynamics Group,6417999,MTC,96501B,7950,511,N99_DEPRECIATION_F,MAJ20_Allocation_FE_F,MIN0610,1432 ISIT Region Direction,CA_407_PL_CAD,MassAllocation,Inventory,31,Essential Materials Ltd,CAD,CAD,554302.59,134.9,0,234.85,0,03/19/2023,08/28/2024,06/29/2025
DJFIR DBC INC,DIR,MQ,Capitalized production (PRIM),PA,TechnoGlobal Industries,6240005,RIO,14340A,7950,415,N30_ENERGY_V,MAJ20_Allocation_FE_F,MIN2076,1464 ISIT BSS Research & development (RD),US_415_PL_USD,Recurring,GL_Accrual_Auto_Reversal,43,Excellence Manufacturing,MXN,USD,622860.52,48.93,0,646.63,0,02/24/2023,11/17/2023,05/25/2024
ABJBT CAJ INC,IN,DEV,Taxes,GL,Apex Innovations Ltd,6180000,LAV,14360A,7950,407,N11_MASA_F,MAJ15_Depreciation_F,MIN2072,1458 ISIT BSS Entreprises Services (ES),MX_589_PL_MXN,MICH_EPW_GLJRNLINTF,REC,7,Superior Quality Goods,BRL,CAD,464153.51,634.58,0,270.95,0,03/23/2025,10/24/2025,10/29/2025
DQVKN WPP INC,BSS,DAP,External Resources,PA,Quantum Dynamics Group,6313100,MTC,14560B,7950,0,N81_MASA_F,MAJ07_Transportation_V,MIN1510,9828 Other operational expenses & revenue non allocated,MX_589_PL_MXN,Manual,REC,20,Prime Components Group,CAD,CAD,482383.24,485.55,0,711.38,0,07/20/2025,10/06/2025,10/08/2025
ZHEZX FUT INC,BSS,Infra - Projects,Salaries,PO,Apex Innovations Ltd,6417201,RIO,14640A,7956,415,N24_FE_MISC_INCOME_F,MAJ20_Cascade_ENERGY_F,MIN0505,1432 ISIT Region Direction,BR_414_PL_BRL,Manual,Labor Cost,47,Modern Equipment Corp,CAD,USD,680028.1,806.87,0,823.15,0,02/07/2024,03/02/2025,08/16/2025
HFSOU GPS INC,DIR,MQ,Training,INV,Nexus Enterprise Holdings,6417701,DDD,14660A,7950,796,N10_MASA_V,MAJ21_Allocation_DORD,MIN0950,1434 ISIT Method & Quality,MX_839_PL_MXN,,GL_Payroll_Auto_Reversal,17,Precision Services Co,MXN,MXN,923122.85,468.14,0,898.09,0,03/18/2024,11/24/2024,08/17/2025
WCVPC ULK INC,DIR,MASS ALLOC,Purchases,GL,TechnoGlobal Industries,6416999,PPC,14562Z,7950,723,N22_FE_F,MAJ16_FA_Disposal,MIN0810,1472 Allocation unpaid intra group invoices by companies from South America,MX_589_PL_MXN,Payables,Inventory,28,Advanced Materials Group,GBP,MXN,83176.61,895.58,0,205.35,0,07/06/2025,10/10/2025,10/20/2025
CMUDD RZU INC,MQ,DAP,Depreciation,PO,TechnoGlobal Industries,6186000,CGR,14562Z,7956,589,N94_ENERGY_F,MAJ20_Allocation_FE_F,MIN0415,1444 ISIT Infra Service Line NET (Network),MX_589_PL_MXN,Cost Management,GL_AutoPrepa_AutoReverse,8,Integrated Manufacturing,GBP,USD,93825.41,208.89,0,356.11,0,10/27/2024,09/03/2025,09/06/2025
DILCP RTV INC,BSS,RD,Maintenance & Rental,AP,Meridian Solutions Corp,6449010,CGR,14680B,7950,407,N97_FE_F,MAJ10_Advertising_F,MIN1510,1468 ISIT BSS Management,US_415_PL_USD,MassAllocation,GL_AutoPrepa_AutoReverse,8,Excellence Manufacturing,GBP,USD,965740.6,377.18,0,944.52,0,10/28/2025,10/29/2025,10/29/2025
VPLDK PHS INC,MQ,OTHER OP,Salaries,GL,Nexus Enterprise Holdings,7041000,DDD,14360B,7950,415,N11_MASA_F,MAJ20_Allocation_MASA_F,MIN0919,9828 Other operational expenses & revenue non allocated,BR_414_PL_BRL,CLL F189 INTEGRATED RCV,GL_Financial,35,Standard Industries Inc,EUR,CAD,129100.77,572.6,0,491.46,0,11/23/2024,04/09/2025,10/15/2025
YNBTB FJD INC,IN,DEV,Invoices sent,GL,Quantum Dynamics Group,6021015,RIO,96500Q,7956,796,N97_FE_F,MAJ09_General_Overhead_F,MIN0918,1460 ISIT BSS Methods & Sales (MS),CA_407_PL_CAD,Payables,Retirement,36,Dynamic Solutions Group,USD,MXN,191551.88,825.01,0,973.97,0,12/30/2023,12/06/2024,06/19/2025
LHIHZ BSA INC,IN,EUX,Telecom Data,INV,Quantum Dynamics Group,6731000,MAN,14480B,7956,796,N88_CESSIONS_DORD,MAJ06_Utilities_Energy_V,MIN2043,1470 ISIT BSS IS Region managers (ISRM),BR_414_PL_BRL,MassAllocation,Sales Invoices,19,Precision Services Co,MXN,MXN,714040.55,50.34,0,626.17,0,08/15/2023,09/13/2025,09/18/2025
BUOKD CUX INC,IN,QPO,External Resources,PA,Quantum Dynamics Group,6457703,PPC,14400C,7950,723,N30_ENERGY_V,MAJ20_Cascade_ENERGY_V,MIN0840,1460 ISIT BSS Methods & Sales (MS),BR_414_PL_BRL,Recurring,GL_Payroll,36,Global Resources Ltd,BRL,USD,738498.06,632.42,0,582.63,0,09/29/2023,09/19/2025,10/23/2025
TQRGL TPK INC,IN,Communications,External Resources,PO,Apex Innovations Ltd,6439000,LAV,14520A,7956,796,N30_ENERGY_V,MAJ20_Cascade_DEPRECIATION_F,MIN1510,9828 Other operational expenses & revenue non allocated,US_415_PL_USD,Payables,GL_Legal_Adjustments,47,Elite Engineering Services,EUR,CAD,505125.36,611.67,0,91.98,0,02/08/2024,09/12/2025,10/17/2025
LHGNH JEJ INC,IN,QPO,Maintenance & Rental,GL,Quantum Dynamics Group,6437100,MAN,96500N,7956,567,N21_FE_V,MAJ09_General_Overhead_V,MIN0950,9815 Expenses to be reinvoiced or reallocated,MX_839_PL_USD,Manual,Debit Memos,42,Professional Resources Ltd,EUR,USD,764709.3,938.92,0,734.26,0,09/03/2023,12/06/2023,01/05/2025
RFSBW VBE INC,DIR,D1 DAP,Salaries,INV,Quantum Dynamics Group,6469200,MTC,98281C,7950,409,N94_ENERGY_F,MAJ05_Maintenance_F,MIN0810,1456 ISIT Charge back central,BR_414_PL_BRL,Assets,Addition,26,Essential Materials Ltd,MXN,MXN,143978.46,896.44,0,968.4,0,09/18/2024,06/21/2025,06/30/2025
WWIQQ UQU INC,MQ,NET,Training,AP,Meridian Solutions Corp,6417701,DDD,14440A,7950,796,N87_FE_F,MAJ20_Cascade_ENERGY_F,MIN0916,1470 ISIT BSS IS Region managers (ISRM),US_415_PL_USD,Manual,Usage Cost,12,Precision Services Co,CAD,USD,807373.53,917.94,0,356.44,0,06/06/2025,06/26/2025,09/17/2025
LCGRH DQH INC,IN,ES,Invoices sent,INV,Meridian Solutions Corp,6448101,DDD,14580B,7956,407,N70_DEPRECIATION_F,MAJ20_Cascade_MASA_F,MIN2103,9650 Other operational expenses & revenues,,Manual,Write-off,8,Superior Technologies Inc,GBP,USD,202022.84,369.93,0,401.76,0,08/05/2025,09/25/2025,09/28/2025
UEYIX TKG INC,BSS,RD,Depreciation,AP,Meridian Solutions Corp,6447702,PP1,14660A,7950,567,N88_CESSIONS_DORD,MAJ15_Depreciation_F,MIN0845,1466 ISIT BSS Supply Chain (SC),MX_839_PL_USD,MICH_EPW_GLJRNLINTF,Interface,42,Certified Distribution Corp,CAD,MXN,950.88,620.7,0,455.92,0,06/29/2023,01/02/2024,07/29/2025
HEHIR TXM INC,IN,Group ES,Purchases,AP,TechnoGlobal Industries,6310708,MXA,14440A,7956,409,N70_DEPRECIATION_F,MAJ20_Cascade_ENERGY_V,MIN2040,1468 ISIT BSS Management,CA_407_PL_CAD,Receivables,GL_Equity,22,Global Resources Ltd,CAD,USD,733804.82,520.68,0,698.78,0,02/15/2025,03/27/2025,08/25/2025
HXFNX PHA INC,MQ,MF,Invoices sent,PO,Apex Innovations Ltd,6468201,CGR,14600B,7950,567,N88_CESSIONS_DORD,MAJ08_Industrial_Supplies_V,MIN2103,1434 ISIT Method & Quality,MX_839_PL_MXN,,Usage Cost,50,Mega Distribution Group,EUR,MXN,856752.57,789.53,0,158.96,0,07/30/2024,11/25/2024,05/26/2025
NDWBY MQJ INC,DIR,IN DIR,External Resources,GL,TechnoGlobal Industries,6137000,PP1,14320F,7950,796,N87_FE_F,MAJ20_Cascade_FE_F,MIN0925,1460 ISIT BSS Methods & Sales (MS),BR_414_PL_BRL,,Addition,42,Strategic Components LLC,CAD,BRL,411186.72,975.96,0,907.87,0,02/08/2024,10/10/2025,10/22/2025
GPVNR QJN INC,DIR,OTHER OP,Purchases,AP,Meridian Solutions Corp,9840201,MXA,96501B,7956,407,N21_FE_V,MAJ16_FA_Disposal,MIN0923,1434 ISIT Method & Quality,,,Labor Cost,23,Advanced Materials Group,USD,CAD,293040.27,777.58,0,605.91,0,05/06/2023,12/26/2023,10/14/2025
WWIQQ UQU INC,IN,DIR,External Resources,PA,TechnoGlobal Industries,6478100,RES,96500N,7950,723,N70_DEPRECIATION_F,MAJ20_Cascade_MASA_F,MIN2062,9828 Other operational expenses & revenue non allocated,CA_407_PL_CAD,,GL_Legal_Adjustments,25,Elite Distribution Corp,MXN,USD,70881.54,803.38,0,689.68,0,01/09/2023,03/15/2023,09/18/2024
GRMHM YWR INC,DIR,DAP,Maintenance & Rental,GL,Quantum Dynamics Group,6449100,PPC,14320J,7950,409,N11_MASA_F,MAJ20_Cascade_ENERGY_F,MIN0970,9815 Expenses to be reinvoiced or reallocated,MX_839_PL_USD,Payables,Misc Receipts,5,Progressive Technologies,MXN,USD,2827.03,39.73,0,838.0,0,11/10/2024,09/09/2025,10/27/2025
PCJGB FBZ INC,BSS,IN DIR,Internal,PA,Apex Innovations Ltd,6114000,GRU,14680B,7950,511,N21_FE_V,MAJ07_Transportation_V,MIN2063,9650 Other operational expenses & revenues,US_415_PL_USD,CLL F189 INTEGRATED RCV,Freight,1,Leading Products Corp,USD,CAD,129961.01,517.18,0,930.53,0,12/23/2024,10/02/2025,10/11/2025
NJNMJ JDY INC,BSS,DIR,Purchases,AP,Apex Innovations Ltd,6417202,CGR,14520A,7956,200,N21_FE_V,MAJ11_Income,MIN0435,1456 ISIT Charge back central,BR_414_PL_BRL,MICH_CAW_GLJRNLINTF,GL_Intercompany,9,Modern Equipment Corp,USD,BRL,279058.57,354.99,0,669.89,0,12/20/2024,04/02/2025,04/04/2025
ZTMRZ ONO INC,BSS,D1 DAP,Internal,AP,TechnoGlobal Industries,6447100,MTC,14320F,7950,567,N30_ENERGY_V,MAJ02_Prod_Maint_Wages_V,MIN0420,1472 Allocation unpaid intra group invoices by companies from South America,BR_414_PL_BRL,Cost Management,GL_Tax,28,Elite Distribution Corp,CAD,BRL,500362.15,416.53,0,909.37,0,06/26/2025,09/16/2025,10/01/2025
CSDDS TNR INC,BSS,GOSM,Capitalized production (PRIM),PO,Meridian Solutions Corp,6436115,MXA,14480A,7956,567,N21_FE_V,MAJ20_Allocation_FE_F,MIN0919,1436 ISIT Infra Service Line EUX (End User Experience),CA_407_PL_CAD,Receivables,Adjustment,46,Elite Distribution Corp,EUR,USD,409214.29,930.54,0,352.34,0,07/17/2023,05/13/2024,07/16/2024
BHHJW VWN INC,IN,OTHER OP,Travels,PO,TechnoGlobal Industries,6872100,GRU,14720A,7956,723,N30_ENERGY_V,MAJ05_Maintenance_V,MIN0710,1436 ISIT Infra Service Line EUX (End User Experience),CA_407_PL_CAD,CLL F189 INTEGRATED RCV,Reclass,23,Reliable Manufacturing Group,EUR,USD,767852.14,970.36,0,810.99,0,07/17/2025,09/19/2025,10/29/2025
TWABH JKQ INC,BSS,Infra - Projects,Capitalized production (PRIM),PA,Apex Innovations Ltd,6438100,LAV,14620A,7956,409,N99_DEPRECIATION_F,MAJ07_Transportation_V,MIN1010,1432 ISIT Region Direction,MX_589_PL_MXN,Cost Management,GL_AutoPrepa_AutoReverse,46,Elite Engineering Services,CAD,MXN,836351.66,262.46,0,770.57,0,07/21/2023,08/21/2023,09/28/2024
UCUST SZS INC,MQ,SC,Taxes,PA,Meridian Solutions Corp,6448707,MTC,14360A,7950,511,N21_FE_V,MAJ09_Travel_F,MIN2071,1458 ISIT BSS Entreprises Services (ES),,Cost Management,REC,31,Certified Components Inc,GBP,BRL,139097.26,844.04,0,943.01,0,07/27/2023,10/28/2023,12/27/2024
SQFOF VWV INC,DIR,Group EUX,Travels,GL,Meridian Solutions Corp,6418201,LAV,14580B,7956,589,N70_DEPRECIATION_F,MAJ16_Restructuring,MIN0845,1470 ISIT BSS IS Region managers (ISRM),,Spreadsheet,GL_Allocation,41,Essential Materials Ltd,EUR,USD,420517.72,284.2,0,103.55,0,10/31/2024,04/07/2025,09/19/2025
UCYLA TOE INC,IN,NET,Telecom Data,PA,Nexus Enterprise Holdings,6418708,PP1,14600B,7950,409,N91_MASA_F,MAJ16_FA_Disposal,MIN0916,1470 ISIT BSS IS Region managers (ISRM),BR_414_PL_BRL,,GL_Intercompany_Reversal,29,Premier Logistics Co,BRL,CAD,706503.98,73.24,0,675.9,0,10/13/2024,03/17/2025,08/22/2025
VSGYY TVB INC,MQ,EC,Depreciation,GL,Quantum Dynamics Group,6311100,PP1,14360A,7956,407,N99_DEPRECIATION_F,MAJ07_Transportation_V,MIN0520,1468 ISIT BSS Management,BR_414_PL_BRL,Spreadsheet,GL_AutoPrepa_AutoReverse,50,Excellence Products Co,CAD,CAD,876845.38,552.85,0,243.43,0,02/19/2024,12/10/2024,08/03/2025
PXDVD SUV INC,IN,MQ,Purchases,PA,TechnoGlobal Industries,6811010,MXA,98281C,7950,409,N22_FE_F,MAJ15_Depreciation_F,MIN0950,9815 Expenses to be reinvoiced or reallocated,CA_407_PL_CAD,Spreadsheet,GL_Supplier_Auto_Reversal,15,Strategic Components LLC,GBP,USD,486046.63,754.95,0,997.62,0,03/07/2024,08/12/2025,08/12/2025
OWWPC EWH INC,BSS,Group EC,Telecom Data,PO,Meridian Solutions Corp,6447701,GRU,14700A,7956,200,N94_ENERGY_F,MAJ21_Allocation_DORD,MIN0410,1468 ISIT BSS Management,BR_414_PL_BRL,Payables,GL_Allocation,6,Leading Products Corp,USD,USD,928913.26,352.55,0,357.17,0,04/29/2023,04/20/2025,10/06/2025
SHSWX NXN INC,DIR,Security,Capitalized production (PRIM),AP,Quantum Dynamics Group,9840206,RES,14680C,7956,723,N70_DEPRECIATION_F,MAJ05_Maintenance_V,MIN0940,1472 Allocation unpaid intra group invoices by companies from South America,,,Sales Invoices,2,Premier Logistics Co,MXN,CAD,126906.68,464.39,0,672.06,0,05/14/2023,04/08/2025,07/11/2025
TUSER GEK INC,MQ,QPO,Purchases,AP,Meridian Solutions Corp,6417201,RES,14661C,7950,200,N11_MASA_F,MAJ16_FA_Disposal,MIN2072,1458 ISIT BSS Entreprises Services (ES),BR_414_PL_BRL,,GL_Intercompany,26,Certified Components Inc,MXN,CAD,266459.8,449.12,0,56.13,0,03/08/2025,04/05/2025,05/19/2025
RFSBW VBE INC,DIR,OPEN,Depreciation,AP,Quantum Dynamics Group,6251000,GRU,14680C,7956,409,N91_MASA_F,MAJ20_Cascade_ENERGY_V,MIN0230,1458 ISIT BSS Entreprises Services (ES),US_415_PL_USD,Receivables,Addition,39,First Class Services Ltd,USD,USD,910402.73,776.52,0,934.44,0,05/09/2023,11/18/2024,07/22/2025
QPGSQ UMS INC,IN,OPEN,Capitalized production (PRIM),PA,Meridian Solutions Corp,7580000,GRU,14640A,7950,407,N10_MASA_V,MAJ10_Advertising_F,MIN0919,9815 Expenses to be reinvoiced or reallocated,,Receivables,Misc Receipts,22,Leading Products Corp,EUR,BRL,451776.4,794.06,0,713.32,0,07/30/2023,09/12/2024,11/03/2024
UNVRG PIG INC,IN,GOSM,External Resources,AP,Meridian Solutions Corp,6466202,RIO,14320J,7956,0,N23_FE_TRAVEL_F,MAJ16_Restructuring,MIN0230,1468 ISIT BSS Management,MX_589_PL_MXN,Payables,GL_Intercompany,10,First Class Services Ltd,CAD,CAD,389219.82,670.16,0,692.04,0,07/29/2025,10/30/2025,11/01/2025
ABJBT CAJ INC,DIR,EC,Purchases,PO,Nexus Enterprise Holdings,6418708,DDD,14320F,7956,415,N70_DEPRECIATION_F,MAJ09_General_Overhead_V,MIN0210,9828 Other operational expenses & revenue non allocated,BR_414_PL_BRL,Payables,GL_Financial,3,Integrated Manufacturing,USD,USD,571432.7,513.26,0,62.72,0,06/15/2025,06/23/2025,09/15/2025
WCVPC ULK INC,DIR,EUX,Salaries,GL,Nexus Enterprise Holdings,6240005,MTC,98158Z,7956,0,N88_CESSIONS_DORD,MAJ21_Allocation_DORD,MIN1510,1440 ISIT Infra Data centre & applications platforms (DAP),CA_407_PL_CAD,,GL_Payroll,1,Advanced Systems Group,GBP,MXN,659313.95,733.04,0,262.85,0,02/21/2024,08/27/2025,09/15/2025
HDBOK IKS INC,IN,OTHER OP,Taxes,PA,TechnoGlobal Industries,6418701,PPC,14480B,7950,796,N10_MASA_V,MAJ21_Allocation_DORD,MIN2071,1464 ISIT BSS Research & development (RD),MX_839_PL_MXN,Receivables,Inventory,29,Advanced Materials Group,CAD,CAD,17297.24,818.08,0,494.24,0,07/02/2024,03/25/2025,04/16/2025
