Rgpt New Report,Detail,Supplier,Rgpt 2,Rgpt EURSI,Zone,Fcst 24 tx 24,Fcst 25 tx 25,fcst 26x forecast taux 25,company,Domain,DOMAIN,SL,Sourcing DB currency,Company currency,Dashboard currency Use,Generic suContracts,Reference Name of t Contract,Domain
NA,XX,0,5,5,APAC,######,46.02,82.621,416 - XYZ,FIN,BS,,EUR,BRL,EUR,BSS-Other SA-MS3C-20101127,416 - XYZ BSS-Other,BS
NA,XX,5,2,3,EMEA,33.662,44.633,31.117,414 - SML,OPS,BS,,EUR,USD,USD,BSS-Train SA-MS3C-20251027,414 - SML BSS-Train,BS
NA,XX,0,2,1,EMEA,84.844,75.997,58.245,415 - ABC,FIN,BS,,USD,EUR,EUR,BSS-Travel SA-MS3C-20130210,415 - ABC BSS-Travel,BS
OK,NA,0,3,2,EMEA,19.574,33.122,76.167,415 - ABC,FIN,BS,,EUR,EUR,EUR,BSS-Other SA-MS3C-20070602,415 - ABC BSS-Other,BS
OK,XX,3,2,1,EMEA,26.381,28.418,51.364,415 - ABC,FIN,BS,,EUR,EUR,USD,BSS-Travel SA-MS3C-20210427,415 - ABC BSS-Travel,BS
OK,BS,3,1,5,APAC,58.025,71.552,12.414,414 - SML,ASSI,BS,,USD,USD,USD,BSS-Train SA-MS3C-20200326,414 - SML BSS-Train,BS
OK,XX,4,0,5,EMEA,65.457,46.388,86.389,416 - XYZ,OPS,BS,,EUR,BRL,USD,BSS-Other SA-MS3C-20050303,416 - XYZ BSS-Other,BS
NA,BS,4,5,2,APAC,34.031,36.097,33.005,414 - SML,OPS,BS,,BRL,BRL,EUR,BSS-Config SA-MS3C-20200409,414 - SML BSS-Config,BS
OK,NA,3,1,4,EMEA,######,38.03,8.95,414 - SML,FIN,BS,,EUR,BRL,EUR,BSS-Thom SA-MS3C-20080322,414 - SML BSS-Thom,BS
NA,NA,2,3,4,AMERICAS,51.015,57.778,26.394,414 - SML,OPS,BS,,BRL,BRL,EUR,BSS-Thom SA-MS3C-20170209,414 - SML BSS-Thom,BS
OK,NA,5,2,5,APAC,22.543,64.833,95.145,416 - XYZ,OPS,BS,,USD,EUR,EUR,BSS-Train SA-MS3C-20220828,416 - XYZ BSS-Train,BS
NA,NA,0,0,3,APAC,76.016,26.397,22.545,415 - ABC,ASSI,BS,,BRL,EUR,USD,BSS-Senio SA-MS3C-20201003,415 - ABC BSS-Senio,BS
NA,BS,1,2,0,EMEA,95.871,60.56,64.049,414 - SML,OPS,BS,,USD,USD,EUR,BSS-Senio SA-MS3C-20060517,414 - SML BSS-Senio,BS
OK,BS,3,0,2,APAC,58.395,41.554,21.133,414 - SML,FIN,BS,,EUR,EUR,USD,BSS-Thom SA-MS3C-20110512,414 - SML BSS-Thom,BS
NA,NA,0,4,1,EMEA,10.096,76.221,87.725,415 - ABC,FIN,BS,,BRL,USD,EUR,BSS-Train SA-MS3C-20080123,415 - ABC BSS-Train,BS
OK,BS,1,2,1,AMERICAS,38.973,52.472,######,416 - XYZ,ASSI,BS,,BRL,EUR,USD,BSS-Train SA-MS3C-20210126,416 - XYZ BSS-Train,BS
OK,XX,3,3,2,APAC,86.225,97.51,66.987,414 - SML,FIN,BS,,USD,EUR,EUR,BSS-Train SA-MS3C-20051215,414 - SML BSS-Train,BS
NA,XX,0,4,1,APAC,50.246,19.998,24.696,416 - XYZ,ASSI,BS,,BRL,BRL,EUR,BSS-Train SA-MS3C-20180413,416 - XYZ BSS-Train,BS
OK,BS,5,1,3,EMEA,96.284,67.54,87.381,415 - ABC,FIN,BS,,EUR,USD,USD,BSS-Taxes SA-MS3C-20230826,415 - ABC BSS-Taxes,BS
NA,XX,5,4,3,AMERICAS,80.464,15.888,29.542,415 - ABC,ASSI,BS,,BRL,EUR,EUR,BSS-Travel SA-MS3C-20121203,415 - ABC BSS-Travel,BS
OK,NA,0,2,3,AMERICAS,19.44,46.215,32.279,415 - ABC,ASSI,BS,,BRL,USD,USD,BSS-Travel SA-MS3C-20061009,415 - ABC BSS-Travel,BS
OK,NA,3,0,1,AMERICAS,8.092,86.573,10.692,414 - SML,ASSI,BS,,EUR,USD,USD,BSS-Other SA-MS3C-20170427,414 - SML BSS-Other,BS
OK,BS,2,3,3,APAC,89.822,39.219,28.726,416 - XYZ,ASSI,BS,,BRL,BRL,USD,BSS-Thom SA-MS3C-20251103,416 - XYZ BSS-Thom,BS
NA,XX,0,4,0,EMEA,68.525,51.306,11.483,416 - XYZ,ASSI,BS,,EUR,BRL,EUR,BSS-Senio SA-MS3C-20060426,416 - XYZ BSS-Senio,BS
OK,BS,5,0,2,APAC,99.583,95.132,36.634,415 - ABC,FIN,BS,,USD,USD,EUR,BSS-Senio SA-MS3C-20231103,415 - ABC BSS-Senio,BS
OK,XX,1,5,2,EMEA,8.52,92.943,62.709,415 - ABC,OPS,BS,,USD,BRL,USD,BSS-Sawl SA-MS3C-20061206,415 - ABC BSS-Sawl,BS
OK,BS,1,1,5,APAC,55.981,65.928,74.23,416 - XYZ,OPS,BS,,BRL,BRL,EUR,BSS-Other SA-MS3C-20140819,416 - XYZ BSS-Other,BS
OK,BS,0,5,5,EMEA,56.986,41.197,26.214,416 - XYZ,ASSI,BS,,EUR,EUR,EUR,BSS-Other SA-MS3C-20180425,416 - XYZ BSS-Other,BS
NA,XX,5,2,5,AMERICAS,58.169,74.815,49.653,415 - ABC,FIN,BS,,EUR,EUR,USD,BSS-Taxes SA-MS3C-20060405,415 - ABC BSS-Taxes,BS
NA,BS,2,1,3,APAC,92.167,84.218,48.074,415 - ABC,OPS,BS,,EUR,BRL,EUR,BSS-Senio SA-MS3C-20151023,415 - ABC BSS-Senio,BS
OK,BS,4,1,0,APAC,86.026,88.796,50.467,414 - SML,OPS,BS,,USD,BRL,EUR,BSS-Taxes SA-MS3C-20101124,414 - SML BSS-Taxes,BS
OK,NA,4,0,1,APAC,14.558,71.939,66.606,414 - SML,FIN,BS,,EUR,USD,EUR,BSS-Travel SA-MS3C-20211009,414 - SML BSS-Travel,BS
OK,BS,2,0,2,APAC,34.92,27.514,48.024,414 - SML,ASSI,BS,,BRL,USD,USD,BSS-Config SA-MS3C-20071225,414 - SML BSS-Config,BS
OK,XX,0,0,1,EMEA,51.953,73.882,86.13,416 - XYZ,FIN,BS,,USD,BRL,USD,BSS-Thom SA-MS3C-20180615,416 - XYZ BSS-Thom,BS
NA,BS,4,3,2,APAC,94.374,60.44,34.51,415 - ABC,FIN,BS,,USD,BRL,USD,BSS-Train SA-MS3C-20190228,415 - ABC BSS-Train,BS
OK,XX,1,5,1,APAC,63.317,18.918,29.456,416 - XYZ,OPS,BS,,USD,BRL,USD,BSS-Train SA-MS3C-20220408,416 - XYZ BSS-Train,BS
OK,XX,4,2,2,AMERICAS,60.619,94.541,85.132,416 - XYZ,ASSI,BS,,BRL,EUR,USD,BSS-Travel SA-MS3C-20201026,416 - XYZ BSS-Travel,BS
OK,NA,2,4,0,AMERICAS,54.886,61.742,43.434,416 - XYZ,FIN,BS,,BRL,BRL,USD,BSS-Sawl SA-MS3C-20240218,416 - XYZ BSS-Sawl,BS
OK,BS,3,5,1,EMEA,59.842,48.793,99.416,414 - SML,FIN,BS,,EUR,USD,EUR,BSS-Taxes SA-MS3C-20131127,414 - SML BSS-Taxes,BS
NA,NA,3,5,5,EMEA,16.218,44.098,35.027,415 - ABC,FIN,BS,,USD,BRL,USD,BSS-Other SA-MS3C-20170415,415 - ABC BSS-Other,BS
OK,XX,1,5,2,AMERICAS,9.639,67.992,4.465,416 - XYZ,OPS,BS,,BRL,EUR,EUR,BSS-Config SA-MS3C-20130717,416 - XYZ BSS-Config,BS
OK,XX,3,0,1,AMERICAS,79.079,94.738,62.978,416 - XYZ,OPS,BS,,BRL,USD,USD,BSS-Senio SA-MS3C-20110601,416 - XYZ BSS-Senio,BS
OK,NA,3,5,0,APAC,18.381,71.3,42.767,414 - SML,ASSI,BS,,USD,BRL,USD,BSS-Other SA-MS3C-20171216,414 - SML BSS-Other,BS
OK,XX,5,1,2,APAC,19.666,87.145,52.953,415 - ABC,FIN,BS,,EUR,BRL,USD,BSS-Thom SA-MS3C-20060323,415 - ABC BSS-Thom,BS
OK,BS,5,2,5,EMEA,35.002,9.324,49.832,414 - SML,OPS,BS,,BRL,EUR,EUR,BSS-Config SA-MS3C-20210422,414 - SML BSS-Config,BS
OK,BS,3,3,1,AMERICAS,36.495,50.092,23.182,414 - SML,OPS,BS,,BRL,BRL,USD,BSS-Thom SA-MS3C-20050409,414 - SML BSS-Thom,BS
NA,BS,3,3,3,AMERICAS,27.531,63.479,32.999,416 - XYZ,ASSI,BS,,EUR,EUR,EUR,BSS-Other SA-MS3C-20170827,416 - XYZ BSS-Other,BS
NA,NA,2,2,0,AMERICAS,80.514,51.871,25.387,415 - ABC,FIN,BS,,EUR,BRL,USD,BSS-Other SA-MS3C-20121211,415 - ABC BSS-Other,BS
NA,BS,2,2,4,APAC,5.093,21.628,56.985,416 - XYZ,FIN,BS,,USD,EUR,EUR,BSS-Sawl SA-MS3C-20060510,416 - XYZ BSS-Sawl,BS
NA,BS,4,1,1,APAC,12.814,56.526,80.382,415 - ABC,OPS,BS,,USD,EUR,EUR,BSS-Config SA-MS3C-20050128,415 - ABC BSS-Config,BS
OK,BS,3,5,2,APAC,26.569,62.155,7.414,415 - ABC,FIN,BS,,BRL,EUR,USD,BSS-Taxes SA-MS3C-20100907,415 - ABC BSS-Taxes,BS
NA,XX,1,4,2,AMERICAS,84.868,78.206,12.806,416 - XYZ,OPS,BS,,USD,USD,EUR,BSS-Travel SA-MS3C-20050822,416 - XYZ BSS-Travel,BS
OK,XX,3,0,1,APAC,30.334,73.257,24.527,416 - XYZ,FIN,BS,,EUR,USD,USD,BSS-Travel SA-MS3C-20240520,416 - XYZ BSS-Travel,BS
NA,NA,5,4,5,EMEA,63.106,43.263,87.051,414 - SML,OPS,BS,,USD,BRL,USD,BSS-Sawl SA-MS3C-20120917,414 - SML BSS-Sawl,BS
NA,XX,5,4,5,EMEA,74.156,68.887,2.404,414 - SML,ASSI,BS,,EUR,USD,EUR,BSS-Taxes SA-MS3C-20141122,414 - SML BSS-Taxes,BS
NA,BS,2,0,4,AMERICAS,61.934,47.117,51.579,416 - XYZ,OPS,BS,,USD,BRL,EUR,BSS-Sawl SA-MS3C-20100927,416 - XYZ BSS-Sawl,BS
OK,XX,2,2,2,AMERICAS,37.95,46.279,69.044,416 - XYZ,OPS,BS,,USD,USD,USD,BSS-Sawl SA-MS3C-20150416,416 - XYZ BSS-Sawl,BS
OK,NA,0,5,2,APAC,36.854,34.252,18.469,416 - XYZ,FIN,BS,,USD,BRL,EUR,BSS-Sawl SA-MS3C-20210508,416 - XYZ BSS-Sawl,BS
OK,NA,1,1,3,AMERICAS,91.223,30.42,6.027,414 - SML,ASSI,BS,,USD,BRL,USD,BSS-Sawl SA-MS3C-20230213,414 - SML BSS-Sawl,BS
OK,XX,0,4,1,AMERICAS,60.618,56.281,49.927,415 - ABC,FIN,BS,,EUR,USD,EUR,BSS-Config SA-MS3C-20210519,415 - ABC BSS-Config,BS
OK,BS,4,1,3,AMERICAS,72.447,88.607,52.261,414 - SML,ASSI,BS,,EUR,USD,EUR,BSS-Travel SA-MS3C-20241027,414 - SML BSS-Travel,BS
NA,NA,2,4,0,APAC,2.838,16.639,11.144,416 - XYZ,OPS,BS,,USD,EUR,EUR,BSS-Taxes SA-MS3C-20230222,416 - XYZ BSS-Taxes,BS
NA,XX,3,0,0,AMERICAS,46.079,21.484,10.506,416 - XYZ,ASSI,BS,,USD,BRL,EUR,BSS-Taxes SA-MS3C-20250403,416 - XYZ BSS-Taxes,BS
OK,XX,1,3,1,EMEA,48.582,28.463,29.78,414 - SML,OPS,BS,,USD,USD,EUR,BSS-Travel SA-MS3C-20150515,414 - SML BSS-Travel,BS
NA,XX,3,1,2,EMEA,28.186,91.165,65.199,415 - ABC,OPS,BS,,EUR,BRL,EUR,BSS-Other SA-MS3C-20140414,415 - ABC BSS-Other,BS
NA,XX,1,1,4,EMEA,68.882,26.004,90.086,414 - SML,FIN,BS,,USD,EUR,EUR,BSS-Thom SA-MS3C-20240123,414 - SML BSS-Thom,BS
NA,XX,2,4,1,EMEA,34.126,58.106,34.722,416 - XYZ,ASSI,BS,,BRL,BRL,EUR,BSS-Senio SA-MS3C-20060120,416 - XYZ BSS-Senio,BS
NA,XX,0,2,3,AMERICAS,44.85,75.12,86.764,416 - XYZ,ASSI,BS,,BRL,EUR,USD,BSS-Train SA-MS3C-20051011,416 - XYZ BSS-Train,BS
OK,XX,5,1,3,EMEA,82.101,39.612,74.132,414 - SML,ASSI,BS,,EUR,BRL,USD,BSS-Train SA-MS3C-20210107,414 - SML BSS-Train,BS
NA,BS,1,0,5,APAC,######,16.772,7.556,416 - XYZ,FIN,BS,,EUR,EUR,USD,BSS-Taxes SA-MS3C-20050109,416 - XYZ BSS-Taxes,BS
OK,BS,1,0,5,AMERICAS,67.227,80.76,85.275,415 - ABC,FIN,BS,,BRL,BRL,USD,BSS-Travel SA-MS3C-20200127,415 - ABC BSS-Travel,BS
OK,XX,5,4,0,APAC,46.532,83.899,39.645,414 - SML,FIN,BS,,USD,EUR,USD,BSS-Senio SA-MS3C-20180711,414 - SML BSS-Senio,BS
NA,BS,2,2,3,APAC,44.254,96.044,52.478,414 - SML,ASSI,BS,,BRL,USD,USD,BSS-Sawl SA-MS3C-20170701,414 - SML BSS-Sawl,BS
NA,XX,0,0,0,AMERICAS,89.336,57.403,50.292,415 - ABC,FIN,BS,,BRL,BRL,EUR,BSS-Senio SA-MS3C-20191113,415 - ABC BSS-Senio,BS
NA,BS,2,3,1,AMERICAS,39.003,18.406,43.818,414 - SML,OPS,BS,,BRL,USD,USD,BSS-Thom SA-MS3C-20210813,414 - SML BSS-Thom,BS
OK,XX,1,3,0,EMEA,72.706,93.037,53.545,415 - ABC,OPS,BS,,BRL,BRL,EUR,BSS-Travel SA-MS3C-20250211,415 - ABC BSS-Travel,BS
NA,NA,3,0,4,APAC,11.249,31.515,63.397,414 - SML,FIN,BS,,EUR,BRL,EUR,BSS-Senio SA-MS3C-20090825,414 - SML BSS-Senio,BS
OK,BS,1,1,0,APAC,15.968,89.269,2.723,415 - ABC,OPS,BS,,EUR,EUR,EUR,BSS-Thom SA-MS3C-20210310,415 - ABC BSS-Thom,BS
NA,BS,2,3,2,AMERICAS,4.577,43.663,79.073,416 - XYZ,OPS,BS,,USD,EUR,EUR,BSS-Sawl SA-MS3C-20140901,416 - XYZ BSS-Sawl,BS
OK,XX,0,0,2,AMERICAS,32.566,46.442,75.284,415 - ABC,OPS,BS,,BRL,BRL,EUR,BSS-Sawl SA-MS3C-20201017,415 - ABC BSS-Sawl,BS
OK,NA,2,5,1,AMERICAS,22.957,######,15.124,414 - SML,OPS,BS,,EUR,BRL,EUR,BSS-Travel SA-MS3C-20240520,414 - SML BSS-Travel,BS
OK,BS,0,3,4,EMEA,21.736,17.655,95.412,414 - SML,FIN,BS,,BRL,USD,USD,BSS-Config SA-MS3C-20110922,414 - SML BSS-Config,BS
NA,XX,1,3,5,EMEA,3.694,70.222,6.772,416 - XYZ,OPS,BS,,USD,BRL,USD,BSS-Taxes SA-MS3C-20050911,416 - XYZ BSS-Taxes,BS
NA,XX,0,5,4,EMEA,38.869,38.482,55.39,414 - SML,ASSI,BS,,BRL,BRL,USD,BSS-Thom SA-MS3C-20180707,414 - SML BSS-Thom,BS
OK,NA,5,3,1,APAC,57.722,56.724,4.087,416 - XYZ,OPS,BS,,EUR,BRL,USD,BSS-Senio SA-MS3C-20150919,416 - XYZ BSS-Senio,BS
NA,XX,4,4,4,APAC,55.896,15.329,31.29,416 - XYZ,ASSI,BS,,USD,BRL,EUR,BSS-Taxes SA-MS3C-20170117,416 - XYZ BSS-Taxes,BS
OK,NA,5,2,1,EMEA,43.183,99.496,95.898,416 - XYZ,OPS,BS,,USD,BRL,EUR,BSS-Sawl SA-MS3C-20210627,416 - XYZ BSS-Sawl,BS
OK,BS,3,5,2,AMERICAS,21.372,54.95,59.522,415 - ABC,ASSI,BS,,BRL,USD,EUR,BSS-Train SA-MS3C-20130910,415 - ABC BSS-Train,BS
OK,NA,1,0,2,AMERICAS,82.829,90.891,6.297,415 - ABC,FIN,BS,,USD,EUR,EUR,BSS-Sawl SA-MS3C-20120714,415 - ABC BSS-Sawl,BS
NA,BS,1,2,0,APAC,74.384,87.944,35.277,414 - SML,ASSI,BS,,BRL,EUR,EUR,BSS-Config SA-MS3C-20160803,414 - SML BSS-Config,BS
OK,NA,0,3,0,APAC,68.624,37.041,96.964,416 - XYZ,ASSI,BS,,USD,BRL,EUR,BSS-Other SA-MS3C-20240705,416 - XYZ BSS-Other,BS
NA,NA,0,5,5,AMERICAS,27.628,12.742,######,414 - SML,OPS,BS,,BRL,EUR,USD,BSS-Travel SA-MS3C-20121003,414 - SML BSS-Travel,BS
NA,XX,5,5,2,AMERICAS,71.581,74.318,46.334,415 - ABC,OPS,BS,,USD,BRL,USD,BSS-Thom SA-MS3C-20170604,415 - ABC BSS-Thom,BS
OK,BS,2,2,1,EMEA,13.793,46.63,62.736,414 - SML,OPS,BS,,USD,BRL,EUR,BSS-Senio SA-MS3C-20231007,414 - SML BSS-Senio,BS
NA,BS,4,4,2,AMERICAS,15.648,5.938,43.072,415 - ABC,ASSI,BS,,EUR,USD,USD,BSS-Senio SA-MS3C-20190109,415 - ABC BSS-Senio,BS
NA,BS,1,2,4,APAC,6.644,46.039,36.67,416 - XYZ,ASSI,BS,,USD,EUR,EUR,BSS-Thom SA-MS3C-20210124,416 - XYZ BSS-Thom,BS
NA,NA,4,3,1,EMEA,65.163,49.156,97.184,414 - SML,FIN,BS,,EUR,USD,EUR,BSS-Travel SA-MS3C-20100120,414 - SML BSS-Travel,BS
NA,XX,2,3,4,AMERICAS,29.983,57.81,9.302,414 - SML,OPS,BS,,EUR,BRL,USD,BSS-Senio SA-MS3C-20130918,414 - SML BSS-Senio,BS
OK,XX,4,3,5,AMERICAS,75.645,55.625,84.794,415 - ABC,OPS,BS,,EUR,EUR,USD,BSS-Train SA-MS3C-20170110,415 - ABC BSS-Train,BS
NA,BS,5,0,5,APAC,11.376,69.835,83.176,416 - XYZ,ASSI,BS,,USD,BRL,USD,BSS-Other SA-MS3C-20190512,416 - XYZ BSS-Other,BS
OK,NA,4,0,3,AMERICAS,77.361,43.546,11.924,414 - SML,FIN,BS,,USD,USD,USD,BSS-Config SA-MS3C-20050417,414 - SML BSS-Config,BS
OK,XX,2,2,4,APAC,57.321,65.724,99.246,415 - ABC,ASSI,BS,,EUR,USD,USD,BSS-Taxes SA-MS3C-20161223,415 - ABC BSS-Taxes,BS
NA,BS,5,4,3,EMEA,28.531,24.127,96.123,415 - ABC,ASSI,BS,,EUR,EUR,USD,BSS-Config SA-MS3C-20230924,415 - ABC BSS-Config,BS
OK,XX,1,3,0,EMEA,79.58,99.693,81.94,416 - XYZ,ASSI,BS,,EUR,BRL,USD,BSS-Config SA-MS3C-20231112,416 - XYZ BSS-Config,BS
OK,NA,2,4,5,AMERICAS,97.587,59.246,69.697,414 - SML,OPS,BS,,USD,BRL,USD,BSS-Config SA-MS3C-20250425,414 - SML BSS-Config,BS
OK,XX,4,3,5,EMEA,32.815,74.277,48.766,416 - XYZ,FIN,BS,,EUR,BRL,EUR,BSS-Other SA-MS3C-20050615,416 - XYZ BSS-Other,BS
NA,BS,1,1,3,AMERICAS,84.933,57.798,43.359,415 - ABC,OPS,BS,,BRL,BRL,USD,BSS-Train SA-MS3C-20120120,415 - ABC BSS-Train,BS
NA,BS,1,2,4,APAC,2.646,27.917,6.368,416 - XYZ,FIN,BS,,USD,EUR,USD,BSS-Train SA-MS3C-20201215,416 - XYZ BSS-Train,BS
NA,BS,2,3,0,EMEA,50.098,90.801,6.111,415 - ABC,ASSI,BS,,USD,EUR,EUR,BSS-Config SA-MS3C-20160109,415 - ABC BSS-Config,BS
NA,NA,5,2,5,EMEA,62.215,31.447,89.093,415 - ABC,FIN,BS,,EUR,USD,USD,BSS-Taxes SA-MS3C-20200407,415 - ABC BSS-Taxes,BS
OK,BS,4,2,4,AMERICAS,61.614,######,13.124,415 - ABC,FIN,BS,,USD,EUR,EUR,BSS-Sawl SA-MS3C-20170119,415 - ABC BSS-Sawl,BS
NA,NA,3,2,3,AMERICAS,50.316,95.697,93.341,415 - ABC,OPS,BS,,BRL,BRL,USD,BSS-Other SA-MS3C-20240224,415 - ABC BSS-Other,BS
OK,BS,1,1,5,APAC,7.358,12.008,38.491,415 - ABC,FIN,BS,,EUR,BRL,EUR,BSS-Taxes SA-MS3C-20141003,415 - ABC BSS-Taxes,BS
NA,XX,3,5,1,AMERICAS,27.581,23.213,73.577,414 - SML,FIN,BS,,BRL,BRL,EUR,BSS-Taxes SA-MS3C-20130105,414 - SML BSS-Taxes,BS
NA,XX,4,0,1,AMERICAS,15.901,29.297,85.872,415 - ABC,FIN,BS,,BRL,USD,USD,BSS-Senio SA-MS3C-20200618,415 - ABC BSS-Senio,BS
NA,XX,5,3,0,APAC,74.832,69.137,50.585,416 - XYZ,FIN,BS,,USD,EUR,USD,BSS-Sawl SA-MS3C-20151010,416 - XYZ BSS-Sawl,BS
OK,BS,4,2,2,AMERICAS,78.24,82.772,71.148,414 - SML,ASSI,BS,,EUR,USD,EUR,BSS-Taxes SA-MS3C-20090523,414 - SML BSS-Taxes,BS
NA,BS,2,1,3,EMEA,65.221,31.33,73.107,415 - ABC,FIN,BS,,USD,USD,USD,BSS-Travel SA-MS3C-20230914,415 - ABC BSS-Travel,BS
OK,NA,2,0,0,EMEA,18.47,69.707,88.572,414 - SML,ASSI,BS,,BRL,BRL,EUR,BSS-Senio SA-MS3C-20240827,414 - SML BSS-Senio,BS
NA,NA,3,2,4,AMERICAS,28.934,5.751,######,416 - XYZ,OPS,BS,,BRL,EUR,USD,BSS-Other SA-MS3C-20251202,416 - XYZ BSS-Other,BS
OK,BS,5,0,4,APAC,2.214,15.396,######,416 - XYZ,ASSI,BS,,BRL,USD,EUR,BSS-Senio SA-MS3C-20210618,416 - XYZ BSS-Senio,BS
OK,NA,0,5,2,APAC,34.268,11.641,65.376,415 - ABC,ASSI,BS,,EUR,USD,EUR,BSS-Train SA-MS3C-20161006,415 - ABC BSS-Train,BS
OK,XX,5,2,1,APAC,41.933,53.234,10.395,416 - XYZ,ASSI,BS,,USD,EUR,EUR,BSS-Travel SA-MS3C-20170519,416 - XYZ BSS-Travel,BS
OK,NA,4,0,3,EMEA,53.294,57.98,44.793,414 - SML,FIN,BS,,USD,EUR,USD,BSS-Thom SA-MS3C-20250405,414 - SML BSS-Thom,BS
OK,NA,4,2,3,EMEA,58.428,4.718,10.71,414 - SML,FIN,BS,,USD,USD,USD,BSS-Travel SA-MS3C-20101206,414 - SML BSS-Travel,BS
NA,NA,5,1,3,EMEA,86.489,24.397,48.714,416 - XYZ,ASSI,BS,,BRL,BRL,EUR,BSS-Thom SA-MS3C-20200825,416 - XYZ BSS-Thom,BS
NA,XX,4,0,2,APAC,59.688,70.921,13.145,414 - SML,FIN,BS,,BRL,EUR,USD,BSS-Taxes SA-MS3C-20240222,414 - SML BSS-Taxes,BS
NA,BS,1,4,2,APAC,32.789,######,63.326,416 - XYZ,ASSI,BS,,USD,BRL,EUR,BSS-Senio SA-MS3C-20110606,416 - XYZ BSS-Senio,BS
OK,BS,4,5,0,EMEA,97.21,74.819,90.522,416 - XYZ,FIN,BS,,BRL,BRL,USD,BSS-Thom SA-MS3C-20070114,416 - XYZ BSS-Thom,BS
OK,NA,0,0,1,AMERICAS,59.788,19.404,48.155,416 - XYZ,OPS,BS,,EUR,USD,EUR,BSS-Travel SA-MS3C-20150209,416 - XYZ BSS-Travel,BS
OK,BS,4,1,5,AMERICAS,70.583,3.863,1.772,416 - XYZ,OPS,BS,,EUR,EUR,USD,BSS-Travel SA-MS3C-20240914,416 - XYZ BSS-Travel,BS
NA,XX,0,2,5,APAC,21.998,76.609,24.188,414 - SML,OPS,BS,,USD,EUR,USD,BSS-Config SA-MS3C-20120309,414 - SML BSS-Config,BS
NA,NA,0,1,0,AMERICAS,11.455,41.767,51.904,414 - SML,ASSI,BS,,USD,BRL,USD,BSS-Taxes SA-MS3C-20130526,414 - SML BSS-Taxes,BS
NA,NA,0,5,0,EMEA,27.944,74.376,67.121,415 - ABC,FIN,BS,,EUR,USD,USD,BSS-Taxes SA-MS3C-20070212,415 - ABC BSS-Taxes,BS
OK,NA,2,4,1,EMEA,40.021,67.597,63.558,415 - ABC,FIN,BS,,EUR,BRL,USD,BSS-Taxes SA-MS3C-20050417,415 - ABC BSS-Taxes,BS
OK,NA,1,4,0,APAC,90.661,68.32,26.801,415 - ABC,FIN,BS,,USD,USD,EUR,BSS-Other SA-MS3C-20220406,415 - ABC BSS-Other,BS
OK,NA,4,3,0,APAC,84.924,38.756,50.431,416 - XYZ,OPS,BS,,USD,USD,EUR,BSS-Travel SA-MS3C-20080306,416 - XYZ BSS-Travel,BS
NA,BS,0,2,4,EMEA,23.079,96.333,89.185,414 - SML,FIN,BS,,USD,USD,USD,BSS-Other SA-MS3C-20131106,414 - SML BSS-Other,BS
OK,NA,2,0,2,EMEA,16.933,75.348,3.047,416 - XYZ,FIN,BS,,USD,BRL,USD,BSS-Taxes SA-MS3C-20160408,416 - XYZ BSS-Taxes,BS
OK,BS,1,3,3,APAC,97.289,14.702,95.694,416 - XYZ,OPS,BS,,USD,EUR,USD,BSS-Sawl SA-MS3C-20071214,416 - XYZ BSS-Sawl,BS
OK,NA,5,0,5,AMERICAS,32.599,64.971,30.25,414 - SML,ASSI,BS,,EUR,BRL,USD,BSS-Taxes SA-MS3C-20220514,414 - SML BSS-Taxes,BS
OK,NA,0,0,2,APAC,86.878,######,16.435,414 - SML,OPS,BS,,BRL,BRL,EUR,BSS-Senio SA-MS3C-20200505,414 - SML BSS-Senio,BS
OK,NA,1,0,1,EMEA,50.287,33.992,60.265,415 - ABC,OPS,BS,,BRL,BRL,USD,BSS-Config SA-MS3C-20221008,415 - ABC BSS-Config,BS
NA,XX,0,3,1,EMEA,24.62,7.309,9.455,414 - SML,OPS,BS,,USD,USD,USD,BSS-Taxes SA-MS3C-20221107,414 - SML BSS-Taxes,BS
NA,NA,4,4,0,AMERICAS,41.751,81.012,95.872,416 - XYZ,ASSI,BS,,BRL,USD,USD,BSS-Taxes SA-MS3C-20180502,416 - XYZ BSS-Taxes,BS
OK,NA,4,1,2,EMEA,59.719,52.09,4.662,415 - ABC,ASSI,BS,,USD,USD,EUR,BSS-Other SA-MS3C-20240427,415 - ABC BSS-Other,BS
OK,XX,2,0,5,EMEA,15.983,98.567,79.451,416 - XYZ,OPS,BS,,USD,USD,USD,BSS-Train SA-MS3C-20110606,416 - XYZ BSS-Train,BS
OK,BS,0,3,5,APAC,61.25,14.367,90.196,416 - XYZ,OPS,BS,,USD,BRL,USD,BSS-Travel SA-MS3C-20210422,416 - XYZ BSS-Travel,BS
NA,NA,4,2,4,APAC,44.137,80.126,68.133,414 - SML,ASSI,BS,,BRL,EUR,USD,BSS-Senio SA-MS3C-20161027,414 - SML BSS-Senio,BS
NA,BS,1,2,4,AMERICAS,5.849,62.633,16.554,414 - SML,ASSI,BS,,USD,BRL,USD,BSS-Sawl SA-MS3C-20071011,414 - SML BSS-Sawl,BS
NA,XX,1,5,2,APAC,48.767,99.719,######,415 - ABC,FIN,BS,,USD,BRL,USD,BSS-Other SA-MS3C-20100410,415 - ABC BSS-Other,BS
NA,BS,2,2,3,EMEA,59.434,27.515,15.605,416 - XYZ,OPS,BS,,USD,EUR,USD,BSS-Travel SA-MS3C-20100405,416 - XYZ BSS-Travel,BS
